,Rating,Title,Review,Review_Date
474,3.0,Phone gets hanged when answering call.,"While watching YouTube if you answer any phone call. Then the mobile display gets hanged. Till we restart the mobile, the phone is in hang situation.",Reviewed in India 🇮🇳 on 27 November 2022
475,4.0,"Well done by 1+, still could be better!",Good phone by 1+ still some features could be better and the performance is kind of average .,Reviewed in India 🇮🇳 on 5 October 2022
476,5.0,Amazing mobile phone with value for money,Thisproduct is packed with  powerful battery and camera quality is awesome.I suggest  everyone to buy this product.,Reviewed in India 🇮🇳 on 18 November 2022
477,4.0,Awesome phone in this range,Camera quality is good in day light but in night its not good otherwise phone is good in this particular price range,Reviewed in India 🇮🇳 on 3 October 2022
478,4.0,Range k hisab se phone ki quality sahi h,"The media could not be loaded.
                



 Good better smoothness on display fingerprint",Reviewed in India 🇮🇳 on 13 October 2022
479,4.0,One of the Best,Very nice phone under budget Thanks to Amazon,Reviewed in India 🇮🇳 on 30 September 2022
480,4.0,Good,Good,8 October 2022
481,4.0,Best in this segment.gud performance.luk and design too gud.,CamerA,4 October 2022
482,4.0,Good product,Good product just go for it,30 September 2022
483,4.0,Amezing,Cemara quality amazing nd lovely Phone,1 October 2022
484,4.0,Good but not perfect,Phone good but battery I think not perfect,1 October 2022
485,4.0,Not good as expected,Not good Hanging problem,29 September 2022
486,4.0,Good phone but can be better with some audio fixing and operations,Fingerprint runs very efficiently,1 October 2022
487,4.0,Decent phone,Totally worth the price!,29 September 2022
488,4.0,Nice,Good for for day to day tasks,29 September 2022
489,3.0,Average phone at this price!,Camera quality could have been better. This phone is not recommended for selfi lover's. Battery back up is good. important this phone replicate the Oppo phones. Those who are using oppo can go for other option. I am using f 15 and this one plus similar tho this phone. This phone is good for business and shopkeeper for batter back up and easy to use. overall phone is good. However the price is high at given features,30 October 2022
490,4.0,No screen gaurd,There is screen gaurd for this order..,Reviewed in India 🇮🇳 on 27 September 2022
491,4.0,Happy to buy,It's a very good phone.very happy to buy this one.,Reviewed in India 🇮🇳 on 26 September 2022
492,5.0,Looks beautiful,A good mobile looks beautiful,Reviewed in India 🇮🇳 on 22 November 2022
493,4.0,Great smartphone by OnePlus,"It's best budget phone, everything is fine, but only size of phone is big uncomfortable to one hand use thats why dislike.",Reviewed in India 🇮🇳 on 30 September 2022
494,5.0,I love one plus Nord C2 lite,This product is very nice,Reviewed in India 🇮🇳 on 26 November 2022
495,4.0,Good Budget Phone,"I am using this phone since last 10 days. Phone is good. Battery life is good. Camera is ok, not great. Overall good phone in 19k",Reviewed in India 🇮🇳 on 24 September 2022
496,4.0,Good product at price,Good phone at such price,Reviewed in India 🇮🇳 on 3 October 2022
497,5.0,Phone is very good performance thanks amazon,Phone is very good performance thanks amazon,Reviewed in India 🇮🇳 on 27 November 2022
498,4.0,Nice Product to have in affordable range,"Camera quality though being okay for this price range, everything is fine.  Best mobile to have in affordable range.",Reviewed in India 🇮🇳 on 26 September 2022
499,4.0,Review,Good mobile in this price,Reviewed in India 🇮🇳 on 28 September 2022
500,4.0,Excellent product at this price.,A nice product go for it.,Reviewed in India 🇮🇳 on 3 October 2022
501,4.0,Best,,Reviewed in India 🇮🇳 on 3 October 2022
502,4.0,I a happy 😊,I am happy 😊,Reviewed in India 🇮🇳 on 28 September 2022
503,3.0,OnePlus ab OnePlus nahi raha 🙂,"Bahut Ganda hang hota hai,Fingerprint reader bhi Kam nahin Karta theek se,Baki battery camera ekadam badhiya hai,Charging speed 10-15 minutes,",Reviewed in India 🇮🇳 on 18 November 2022
504,4.0,Review after using 2 months,"Good budget phone, but expectations not match with price.",Reviewed in India 🇮🇳 on 2 October 2022
505,5.0,Value for money,"Awesome buy from Amazon, timely delivery..",Reviewed in India 🇮🇳 on 25 November 2022
506,4.0,Very nice phone and service of amazon is very good,Very nice,Reviewed in India 🇮🇳 on 30 September 2022
507,4.0,Average,Poco F1 series is better,Reviewed in India 🇮🇳 on 2 October 2022
508,3.0,Average Phone. So keep average expectations.,"Writing the reviews after 3 days of UsageDesign: Phone's design is good looking and decent. The phone sits well in the hands but has to be used with a cover due to its glossy finish at the back. The phone comes with a cover and the screen cover as well. There is one speaker besides the charging point and there's a 3.5mm jack as well. Volume buttons are to the left side and the front camera is placed at the top left corner of the phone.Performance: Good performance. I tried gaming on this phone with high specs and found no issues, no major lags found. Yeah the phone heats up a bit after continuous usage. Continuous calls will heat the phone as well. Heating issues reported on other OnePlus devices are still being noticed here in this phone but not to thay extent, seems that OnePlus has worked on it but not to a greater extent! Apps work smoothly as far as performance is concerned. Unlocking phone is quick. Android 12 could have made this phone a perfect buy, but that's not a deal breaker either as OnePlus has promised a guaranteed 2 year Phone updates and 3 years security updates.Battery: Okayish. If you're a gamer or heavy user like viewing lot of videos etc, you'll have to charge your phone twice a day. For a Average user this phone will get 1 day enough to survive. Battery drains are worked but again not to a great extent. But that is coped up with the 65W charger which as per my real time experiments charged from 0 to 80 in 25 mins not 15 mins claimed by OnePlus. Battey improvements must be done by OnePlus further.Camera: Decent, but not impressive. 64MP is what on the papers but realme sensors work good versus this Phone. Night photos are not sharp as well. Colors are thrown by the AI but still would like to have improvements on the camera perspective. Definitely not the OnePlus benchmark cams for sure.Music, Audio, Video, Display: The speakers are not dobly ones but do the job wonderfully. Enough sound and no issues with video calls. Watching videos and graphics are good, impressed here. Phone will give you two options of 60 hz and 90 hz display rates with 90 as default and this too does the job very well. Scrolling and switching between the apps works smooth.Overall its a decent phone. The issue stands with longetivity of the Mediatek Processor and OnePlus support to this phone. As per my views if you're a gamer, would suggest not to go with this phone. If you're a normal user and charging phone twice a day is not a concern for you, go for it. If you are user having expectations from camera performance, don't go with this phone. If you're a user who wants decent performance and camera, then go for this phone.Will update my reviews ad and when I keep using this phone and find anything.",Reviewed in India 🇮🇳 on 28 February 2022
509,5.0,One plus Nord CE2,OnePlus Nord CE2 mobile good.,Reviewed in India 🇮🇳 on 23 November 2022
510,4.0,Good enough,Battery life is good and I liked high speed charging. So far haven't faced heating or hanging problem.  Gestures are very good. Camera features are good but portrait mode could have been better and also same goes with fingerprint.,Reviewed in India 🇮🇳 on 22 September 2022
511,4.0,Best one plus mobile for low price.,All superb except camera lagging issue during photography.,Reviewed in India 🇮🇳 on 27 September 2022
512,4.0,Few features not available in nord series,"Canvas AOD mood not available in this phone, battry performance also not good always getting some error over scree currently i am receiving this screen not available, previously i was facing frequently wifi disconnect issue, there are many more issue i can't write every issue, i was not expecting there issue in OnePlus phone.",Reviewed in India 🇮🇳 on 10 September 2022
513,4.0,Value for money but the battery drains in power saving mode turns off,,Reviewed in India 🇮🇳 on 12 October 2022
514,4.0,Kam dam mai one plus brand tk h,Tk h iska finger side mai utana a6a nhi dia h,Reviewed in India 🇮🇳 on 24 September 2022
515,4.0,This is good in terms of display. Camera is not as good as old phones.,"Previously, I used a Samsung Galaxy A8 Plus. This phone is nowhere near to it in terms of display and camera quality. I think the hardware of old phones were really good. This phone has a lesser pixel size on the camera sensor. Therefore it's hard to get quality shots at low light. These photos are shot in pro mode. Camere really disappointed me. The display is okay. Android 12 gives a nice UI. Vibration and haptics are horrible when compared to my old phone. The colors are also facing some issues. This is my opinion.",Reviewed in India 🇮🇳 on 12 August 2022
516,5.0,Amazon is giving best valuable products,Amazon is giving best valuable products,Reviewed in India 🇮🇳 on 21 November 2022
517,4.0,Good product and good service,Very good mobile and best camera quality and battery life.I suggest to buy it.,Reviewed in India 🇮🇳 on 26 September 2022
518,4.0,Decent Mid Range Phone with limited OnePlus feature,"Using the phone for almost 15 days now and writing review,1. All functions work seamless and good.2. Phone has good build quality and has limited features of original OnePlus.3. Battery is as good as promised. It has 33W charging and phone charges in less than hour when at less than 5%4. Delivery experience was good and I chosed the phone from the authorized vendor.For mid range phone it is 4.5 / 5 and for high end perspective it is 4/5. Good phone overall.",Reviewed in India 🇮🇳 on 9 September 2022
519,4.0,Very good phone 👍,Sab badhiya hai,Reviewed in India 🇮🇳 on 30 September 2022
520,5.0,Awesome mobile,All features are excellent,Reviewed in India 🇮🇳 on 23 November 2022
521,5.0,Excellent performence mid range segment,Good qualitiy all above,Reviewed in India 🇮🇳 on 26 November 2022
522,3.0,Editing of images and saving is cumbersome,"The media could not be loaded.
                



 Editing any images takes min 2min time to save the work . Post editing need to hit ✓ icon for 15+times then only system accepts ok and then to save ,need to press Save icon for 15+times so can it be saved ....Raised and Escalated to OnePlus care and Amazon India both long time ago but they are keeping mum .Video footage to explain the issue is hereby enclosed",Reviewed in India 🇮🇳 on 11 November 2022
523,5.0,Smouth and Faster,Finferprintet easy to use and battery life osame and camera quality better then my old oppo mobile.,Reviewed in India 🇮🇳 on 16 November 2022
524,3.0,Bad features in all aspects,"I m taking part in writing review on OnePlus Nord CE 2, i must don't buy this mobile bcoz of battery life, camera quality and features of phone, u will get better features in same price bcoz i m regreting after buying this phone.",Reviewed in India 🇮🇳 on 5 November 2022
525,4.0,Overall good Phone.,Overall satisfied with this phone. Camera is good but not that best. Picture quality is very good . Rest all perfect.,Reviewed in India 🇮🇳 on 24 September 2022
526,5.0,Best 👍💯,Best mobile in price,Reviewed in India 🇮🇳 on 27 November 2022
527,3.0,Let's Hope for best prepare for worst,I always wanted to buy this one plus nord series.Major concern--After purchasing it I found lots of negative reviews mostly after updating it into Android 12 version green grid lines appear on display. I will stick to Android 11 without updating the system (Really Don't know which system update cause damage to phone) lets see how many months I can survive. I will update my review on quaterly basis.1) camera is good...ohhh come on...what do you expect...investing 22k and getting camera like iphone...be practical.2) i am writting this one after 2 days of use which nothing....If I update something good after 2 years you can consider this phone....LOL,Reviewed in India 🇮🇳 on 8 October 2022
528,5.0,Good phone,Fingerprint is good and battery life low and camera quality is good but charge fast phone,Reviewed in India 🇮🇳 on 16 November 2022
529,5.0,Alsome nice phone OnePlus,Nice choice and good look,Reviewed in India 🇮🇳 on 24 November 2022
530,5.0,Amazing look,Good looking & good function,Reviewed in India 🇮🇳 on 21 November 2022
531,3.0,1plus lost their quality.,"Overall performance is not up tonthe mark. Observed heat issues when talking more than 10 mins. Mobiles restarts randomly, display quality is not upto the mark. Redmi mobiles are far better than one plus. Over all its slwn average mobile. Not at all recommend",Reviewed in India 🇮🇳 on 7 November 2022
532,4.0,Overall good,Pros1. Superfast charging2. No glitches while using the phone3. Good display4. Light weightCons1. Camera okay. Not very good.2. Sometimes it gets heated up. But it's mild3. Single speaker. But loud.Overall it's not a topnotch phone but it's a good if are not a very very heavy user or a serious game enthusiastic.I am finding the phone quite decent,Reviewed in India 🇮🇳 on 8 September 2022
533,5.0,Battery back up 1day and aslo good OnePlus,Very nice mobile,Reviewed in India 🇮🇳 on 27 November 2022
534,4.0,Overall performance is good.,"Like-1. Camera 📸 quality is good.2. Touch is quite smooth and sensetive.3. Display is good.4. Performance is good no hanging issue,I'm not hard user also.5.  Overall design is good.6. 65 Watt charger charging first. it takes 50 to 55 minutes for full charge.Dislikes -1. Battery performance should little better.2. During charge battery gets little heat.3. Flash light power is quite low.4. I think this phone is not water resistant also.5. There is single speaker only. Sound is quite loud but it should give two speakers atleast.",Reviewed in India 🇮🇳 on 30 August 2022
535,5.0,Worth for Money,Disply is above the expected level and there is no much difference compared to flagship models.,Reviewed in India 🇮🇳 on 17 November 2022
536,3.0,Not good phone,New phone but still hangsGo for the other model from OnePlusOnePlus cheap phones are not good,Reviewed in India 🇮🇳 on 25 November 2022
537,5.0,"Worst experience, Failed Product",Don't Purchase it,Reviewed in India 🇮🇳 on 21 November 2022
538,5.0,Nice,I like it,Reviewed in India 🇮🇳 on 24 November 2022
539,5.0,Good features in Budget price,ProcessorCameraFast Charging,Reviewed in India 🇮🇳 on 29 November 2022
540,5.0,Best experience,Nice product nd superb service,Reviewed in India 🇮🇳 on 19 November 2022
541,5.0,Very Good Product,Very Good Product,Reviewed in India 🇮🇳 on 23 November 2022
542,5.0,Camera quality just lit 😱,"I never thought that I could get such a good phone in this price point, there are so many negative comments in the review section that I was scared that what if by mistake I got the product damaged etc.... but Now there is nothing like that, the device is absolutely fine and in this price segment none can beat this device and everything is better than any other brand price point… well have a nice day 😉😉😉",Reviewed in India 🇮🇳 on 18 October 2022
543,3.0,Average,"This phone does not represents OP it has LCD display very bad camera setup, Although it feels snappy but overall ui is not very good",Reviewed in India 🇮🇳 on 19 November 2022
544,5.0,OnePlus this phone fast charging,"OnePlus this phone faster charging and camera quality so much, OnePlus mobile user primium fill.",Reviewed in India 🇮🇳 on 17 November 2022
545,5.0,Best,Best mobile,Reviewed in India 🇮🇳 on 22 November 2022
546,5.0,Nice phone,Nice phone,Reviewed in India 🇮🇳 on 27 November 2022
547,5.0,Very good mobile,I like,Reviewed in India 🇮🇳 on 28 November 2022
548,5.0,Good,Smooth Operation,Reviewed in India 🇮🇳 on 24 November 2022
549,5.0,Awesome product,Very good,Reviewed in India 🇮🇳 on 26 November 2022
550,5.0,"Handy phone, 25-30 min to charge 0-100%, camera features are fabulous, refresh rate is awesome.",,22 November 2022
551,5.0,Good,Best price,24 November 2022
552,5.0,Good product,Superb smooth working,21 November 2022
553,5.0,Super 😙,,28 November 2022
554,5.0,Gst claim,GST claim,23 November 2022
555,5.0,Nice,Fast charging,25 November 2022
556,3.0,Worst Camera,"Be careful before you buy. The camera quality is very bad. There is a whitish tone in every photo and video, even gcam doesn't help. The type c port does not support dongle dac. The software experience is smooth but oneplus has curtailed on subtle features that are found on flagships. The feel in hand is good and feels sturdy.",30 October 2022
557,5.0,Thank you amazon,Nice product,25 November 2022
558,5.0,Love it,,22 November 2022
559,5.0,Good products,Bugget phone,23 November 2022
560,5.0,In one word - Awesome,Better Performance,26 November 2022
561,5.0,Good,Good everything,26 November 2022
562,5.0,camera quality is good,"Battery life is one day, camera is also good, fingers are also good",15 November 2022
563,5.0,Very good product,Very good👍,23 November 2022
564,5.0,Superb,Good phone,22 November 2022
565,4.0,Nice product,"The media could not be loaded.
                



 Nice product",12 October 2022
566,5.0,Very nice product,Super camera,27 November 2022
567,3.0,Worst product,Worst product don't buy it just looks are good and all other things are very bad camera quality is like samsung j7 so don't buy it not at all value for money please don't buy it at all,5 November 2022
568,3.0,Average phone with one plus tag 😝,Not good like other expensive one plus mobiles it's average phone with only one plus tag😆,23 November 2022
569,3.0,Mobile is very good & meets expectation,Battery life needs to be higher for such otherwise very nice mobile. Camera quality is too good,22 November 2022
570,5.0,Good. value for money,I have used first time OnePlus mobile I like this. Value for money,Reviewed in India 🇮🇳 on 13 November 2022
571,5.0,A good choice for upgrade,"Nord CE 2 is a decent choice for someone looking to upgrade from an under 15k segment phone. Review after using the 6GB variant for 5 days:Pros:- Decent battery life and excellent charging speed- Smooth performance and display- Comparatively compact and light weight- ""Unofficial"" water resistance (read below)- Design and color is neatCons:- Speaker isn't great- Camera is okayish- Unsure of OS experience in the future, stable and bloat free as of nowDetailed:- Decent battery life and performance. I got around 7 to 8 hrs of screen time from battery at 100% to 20% with normal use with 4G internet (social media, chat, some camera and mobile hotspot tethering at 90HZ display refresh rate). Changing display refresh rate to 60Hz seems to improve battery drain, but 90Hz looks very smooth.- 65W fast charging is great, can charge from 20% to 100% in 30 minutes. Also not much heating during charging.- OS looks clean, some preinstalled apps could be uninstalled or disabled. But surprisingly found 3 file manager apps (of which two can be disabled) and two photos app (OnePlus Gallery and Google Photos app, which can't be uninstalled). Didn't find any bugs or functionality issue, no lags or stuttering. Apps open instantly and work fine. OxygenOS 11.3 with Feb 2022 security patch. I guess a stable Android 11 is better than a buggier Android 12 for most customers. But not sure what will happen from OxygenOS 12 which shares Oppo's ColorOS.- Some heating issue was there on a first day of use, but then got a system update and haven't noticed any heating afterwards.- Saw a rubber seal for the SIM tray, which could mean that there is some degree of water resistance, but there is no official IP rating. Also saw a YouTube video that tests the water resistance and the phone survived 15 min submersion in water. So there seems to be ""unofficial"" water resistance.- Cameras are okayish. Main cam takes good pictures at good lighting, but colors are a bit saturated. In wide angle camera, the exposure and color is less. Photos from selfie cam are a bit soft without any filters or modes. Haven't tested much low light or night photography.- Phone back panel is made of plastic, feels like plastic to touch but the blue color back panel looks really good. Good to hold in hand and use because of comparatively compact and thin size. A smaller bottom chin / bezel would have been better. The case provided is translucent and has a small pattern design (ie its not a plain).Overall it's a good phone to buy, you get some features like headphone jack and expandable memory which is good for people who have been using it from their previous phones.",Reviewed in India 🇮🇳 on 27 February 2022
572,4.0,Good mobile,One plus always better,Reviewed in India 🇮🇳 on 4 October 2022
573,5.0,Good,Good,Reviewed in India 🇮🇳 on 23 November 2022
574,5.0,Value for money,Products is nice,Reviewed in India 🇮🇳 on 22 November 2022
575,5.0,Good,Nice phone,Reviewed in India 🇮🇳 on 21 November 2022
576,5.0,Love it,"I have been using this phone since 1month no issue ,best phone",Reviewed in India 🇮🇳 on 13 November 2022
577,5.0,Good Fincher,Better,Reviewed in India 🇮🇳 on 23 November 2022
578,5.0,V good,Good,Reviewed in India 🇮🇳 on 23 November 2022
579,5.0,1+ mobile exllence,"फिंगर , कैमरा , बैट्री सारी फीचर्स बहुत शानदार है",Reviewed in India 🇮🇳 on 15 November 2022
580,4.0,Good camera,The media could not be loaded.,Reviewed in India 🇮🇳 on 18 October 2022
581,5.0,Value for money nice colour,I have always been a little hesitant while buying electronic items online but I had to make the purchase because I old phone died on me suddenly and I must say that this product exceeds my expectations I am really happy with the working of the product,Reviewed in India 🇮🇳 on 2 November 2022
582,5.0,Lovely mobile one plus,Super❤️❤️❤️❤️❤️,Reviewed in India 🇮🇳 on 26 November 2022
583,5.0,Awesome,Gazab mobile,Reviewed in India 🇮🇳 on 27 November 2022
584,5.0,Nice pic,Gjb,Reviewed in India 🇮🇳 on 25 November 2022
585,5.0,Nord ce 2 lite 5g,"Build quality is very good, camera is really fantastic... Amazing experience 🔥",Reviewed in India 🇮🇳 on 15 November 2022
586,5.0,Very good,Good,Reviewed in India 🇮🇳 on 24 November 2022
587,5.0,Great phone,,Reviewed in India 🇮🇳 on 22 November 2022
588,4.0,Nice device,Nice device,Reviewed in India 🇮🇳 on 3 October 2022
589,5.0,Awesome 👍,Nsnnsnssm,Reviewed in India 🇮🇳 on 25 November 2022
590,5.0,Great,,Reviewed in India 🇮🇳 on 22 November 2022
591,5.0,Nice product,Nice product,Reviewed in India 🇮🇳 on 20 November 2022
592,5.0,excellent 👍,nice,Reviewed in India 🇮🇳 on 22 November 2022
593,4.0,Decent phone from premium brand,"Not the best in the segment but good enough considering one plus phone.Pros: Awesome display, Smooth performance, Really fast charging( 15 to 100 in 25 min), Decent battery backup, Blue colour looks premium and beautiful.Cons: Camera Good but not the best in the segment, Sound quality average, Not really a gaming phone, No alert slider.",Reviewed in India 🇮🇳 on 4 September 2022
594,5.0,Nice,,Reviewed in India 🇮🇳 on 25 November 2022
595,5.0,"99% is good, except this cable, disconnected at the charg USB","Cable was working fine until this thing happend to ""wire at adapter end""",Reviewed in India 🇮🇳 on 18 November 2022
596,5.0,Good phone,"The camera, screen and touch is very and smooth to use.",Reviewed in India 🇮🇳 on 14 November 2022
597,5.0,Nice,Badhiya he,Reviewed in India 🇮🇳 on 26 November 2022
598,5.0,Value for money,,Reviewed in India 🇮🇳 on 23 November 2022
599,5.0,Good phone,Good phone,Reviewed in India 🇮🇳 on 26 November 2022
600,3.0,Average mobile,Face recognition is not good. And sometimes fingure print sensor doesn't work,25 November 2022
601,5.0,My Review for Services I Get,My Review and ratings are for those who bring joy to us delivering the products as I ordered not much from Amazon usually but still whatever I ordered I setisfied with my friends who are so polite and humble with their (customers) me. During this diwali I ordered couple of products I am totally setisfied with the guys who work in #Amazon.Thank you Amazon & their team.,23 October 2022
602,5.0,Very good,One'plus,24 November 2022
603,3.0,Not as good as the review ratings given in the sites,Writing this review after using the mbl for 3 months.ProsPhone lookwise goodGood battery lifeLight weight and slimFast chargingCons1.The biggest con is its processor. Not happy with Mediatek processor and it's true that snapdragon is better than Mediatek.Processor is slow and you will feel it after using the mbl.2. Camera is just averageConclusion: One plus is loosing its glory and I don't recommend this one to buy in this range.,12 October 2022
604,5.0,Good,Good,24 November 2022
605,5.0,Value for money product ❤️,"The media could not be loaded.
                



 I am editing the review what I am facing in day to day task , using the phone since 3 months :Pros:1. Performance is superb, didn't feel any lag or bug yet.( ***Edition: YouTube unexpectedly closing 2-3 times repeatedly in 1 day , that may be bug which I faced recently)2. OS & Software: Got 2 security updates & 1 Android update ( Android 11 to 12 next day after purchasing the phone)3. Battery Charging : 40-45 min approx.4. Battery Drain: 1 day for moderate user ( WhatsApp, Insta, YouTube, Online Classes etc.)5. Gaming Performance: don't play any games so look some other's review.6. Camera: Superb in day light, descent in low light.7. Speaker: Single speaker is loud enough for your entertainment.8. Refresh Rate : for day to day task, 90 Hz r.r is smooth enough to perform.9. You can definitely enjoy 4K YouTube Videos (As HDR 10 Certified).10. Special Features: Pocket Mode (No accidental impression on screen when phone is in your pocket), Expernal Storage ( Most of brands neglect this), 3.5 mm jack.Cons:1. Accidental screenshot is captured due to Volume button. It should be placed on slightly upper portion. You may the face the problem whenever you lock the screen.(***Edition: You can turn off that features for screenshot in setting)2. Camera should be improved in low light.3. It must be upgraded upto Android 14.4. You can't record any call otherwise it will inform the person that you are recording the voice.Pro Tips: 1. Use ""Ultra Steady Mode"" to take video for your content/personal memory.2. Select 'Standard Refresh Rate' for better battery output.I will edit my review later if I face an issue regarding daily usage.",24 September 2022
606,5.0,Thank You Amazon,This mobile is very nice in this price in 1+ don't think much more buy it very nice mobile.,19 November 2022
607,5.0,Super mobile,I like it,23 November 2022
608,5.0,Superb,Fingerprint 5/5Battery Life 5/5Camera Qulity 5/5All is Well I Given 5 Stars So I Am Very Happy 🥳🥳🥳,8 November 2022
609,3.0,Costly compare to futures available,Product is costly same future are available in redmi at half price. Buy any high value mobile handset life expectancy is not more than 3 years. Go for low cost in other brands.,8 November 2022
610,3.0,Fingerprint scanner not working from 2 month after purchasing,Fingerprint scanner not working from 2 month after purchasing,Reviewed in India 🇮🇳 on 22 November 2022
611,3.0,Touchscreen response  is bit  slow,"Touch is bit slow , movement of swipe is slow",Reviewed in India 🇮🇳 on 22 November 2022
612,3.0,Worst battery,Very worst battery life ....i will not recommended,Reviewed in India 🇮🇳 on 26 November 2022
613,3.0,Defective camera is setting.,Camera quality is too poor and defective.,Reviewed in India 🇮🇳 on 23 November 2022
614,5.0,Everything awesome in this phone.,Camera quality better than iPhone. Smart and fast charging lovley.,Reviewed in India 🇮🇳 on 18 November 2022
615,3.0,Bakwaas hai,Oneplus ka logo dekh k khush ho jao bas,Reviewed in India 🇮🇳 on 20 November 2022
616,4.0,Like it till now rest depends how does it responds after 2-3 months,Good,Reviewed in India 🇮🇳 on 3 October 2022
617,5.0,Good looking 👌 💯,Now till phone is good and valuable ..,Reviewed in India 🇮🇳 on 14 November 2022
618,5.0,Very good,Nice,Reviewed in India 🇮🇳 on 26 November 2022
619,4.0,Balanced 5g phone in 19000,"Best phone in 19000 with good camera, decent battery, and good figer print scanner. The best thing about this phone is oxygen OS which gives you a different feeling in terms of smooth running.  Android update level of OnePlus is amazing. Best deal under 19000",Reviewed in India 🇮🇳 on 12 September 2022
620,5.0,Best OnePlus mobile phone in this range,,19 November 2022
621,3.0,Not worth to buy,"Mobile OS becomes slow after 6months, camera quality is not good, better to go with Samsung",22 November 2022
622,5.0,Try 64 mp camera mode it’s awesome,Great phone n smooooooth,23 November 2022
623,3.0,Battery life is average.,Look and camera is awesome.,22 November 2022
624,4.0,Ok,Ok,30 September 2022
625,3.0,GOOD,working good fast charging totally good 👍,18 November 2022
626,5.0,Good processor,It's should be on screen not on power button,15 November 2022
627,5.0,Nice mobile all functions are great 😃 tnku,Nice mobile all functions are great 😃 tnku,15 November 2022
628,3.0,Gud luck,Theek hai badhiya hai,24 November 2022
629,5.0,Marvellous Product,"The mobile is pretty good. Searching for Black, but not available. Happy also to get this",19 November 2022
630,5.0,Good phone,All good,29 November 2022
631,4.0,Good Performance,Nice mobile. Good Performance One Plus Nord Ce 2. Letest Update Coming 5Gb and after Up to Date mobile performance was Amazing 😇😇😇😇,19 September 2022
632,3.0,बेहद खराब कैमरा,कैमरा खराब,22 November 2022
633,4.0,Better than Samsung,Overall phone is good for moderate  use far better than samsung phonesOne star less because it have lCD panel display  and not amoled display and also for single  speaker and not giving dual stereo  speakers.,17 September 2022
634,4.0,"Compared to older OnePlus models, there is a drop in quality",Pros#Nice looks & good build#Clean UI sans bloatware#Capable primary camera#Good battery life and fast 65W chargingCons#Performance can't match rivals #Misses out on stereo speakers#Low-light camera performance could be better #No Android 12,19 September 2022
635,5.0,Very good phone.,Very good phone in this price segment.,16 November 2022
636,4.0,Worth every penny,Good phone. Decent battery backup. I switched from iphone 6 to this phone and am amazed with the speed and performance. Battery charging is superfast and it lasts as well,18 September 2022
637,5.0,Back camera good but front camera medium quatity,Back camera good but front camera medium quatity,18 November 2022
638,4.0,Excellent,Design is soo good and camera have to be much more better overall phone is too awesome,26 September 2022
639,4.0,Decent phone,"Bought this phone at 22K inr. So consider this price for my review.Camera is hit and miss. Sometime it takes amazing shot, sometimes it just fumbles.EIS with 1080p60 is amazing. You will capture more videos than expected.UI: Coming from MIUI. Its very easy for me to say Oxygen OS is amazing. No debate in thatBattery: Amazing, will change how you use your phone. 15 minute is enough for 4 hours of use. It gives so peace of mind, once you tried it you wont be able to live without it.FP sensor is okay not as snappy as side or rear one but still work fine. You wont notice it.Feel: Super Slippery buy a rugged case immediately. Amazing to look at like. But feels delicate.Price: for 22K its a steal. For original price add little more to get Nord 2T, Poco F4, Nothing phone(1) all these phone are affordable flagship.This phone is just a mid-range phone and should cost 22K for 25 you are better off with spending little more and get those above mentioned phones.",7 July 2022
640,5.0,Super phone,Very Happy with the phone in this price range,16 November 2022
641,5.0,vice product but camera problem,Nice,29 November 2022
642,3.0,Very bed sarvice after sels sarvice one plus Nord ce 2 Charjer not warking,Charjer adepter not warking sarvice not available after sels sarvice,22 November 2022
643,4.0,i love this products,i got today one plus nord ce 2 light .. using after 15 daays i will submit agin review,24 September 2022
644,4.0,Nice phone 🙂,"The media could not be loaded.
                



 Nice phone",3 October 2022
645,5.0,"mast hai lele, zyada mat soch.","mast hai lele, zyada mat soch.",14 November 2022
646,5.0,Worth it,Great features  as the name describes,16 November 2022
647,4.0,Best mobile,finger prints good,19 September 2022
648,5.0,Bad mobile,Very bad product as per Money,15 November 2022
649,4.0,Over all good budget phone but feel like one plus phone not too good camera,"The media could not be loaded.
                



 First time finger print reader not work but after that istam work well done",1 October 2022
650,3.0,Nice,,23 November 2022
651,5.0,One plus nam hi kafi hai,Fingerprint camera quality is too good,15 November 2022
652,5.0,Very nice 🙂👍,Very nice camera 👍📸J,17 November 2022
653,4.0,I like The design but camera quality is not too good,"The media could not be loaded.
                



 Reasonable price and excellent design but camera quality is not too good it’s average",28 September 2022
654,3.0,Pop windows not enabled,,21 November 2022
655,5.0,Good product,"Fast charged, Good camera, sound quality good.",20 November 2022
656,5.0,"Very Good Performance, Purchased 17500","Very Good Performance, Purchased 17500",15 November 2022
657,4.0,Budget One plus...go for it.,Don't check negative comments in review section. Without second thought get it for real experience...it feels very nice.,21 September 2022
658,4.0,Best product,Good mobile at this price,21 September 2022
659,4.0,Good,"The media could not be loaded.
                



 Good",7 October 2022
660,4.0,Quality,Everything is nice but camara quality i dont like,16 September 2022
661,5.0,Good,Good performance. No issues till now.,15 November 2022
662,4.0,Battery backup  and fingerprint is very good,Battery backup is very good and camera quality is good.fingerprint reader is  nice.Overall phone is good,16 September 2022
663,4.0,Fantastic,Lovely product however lacks some critical OnePlus specs,26 September 2022
